training size,testing size,loss function,batch size,learning rate,epoch,control trainning accuracy,copy trainning accuracy,control testing accuracy,copy testing accuracy
100,9900,BCELoss,100,0.0001,50,0.52,0.54,0.35383838383838384,0.402020202020202
100,9900,BCELoss,100,0.0001,100,0.61,0.88,0.44272727272727275,0.6836363636363636
100,9900,BCELoss,100,0.0001,100,0.59,0.78,0.4918181818181818,0.6235353535353535
100,9900,BCELoss,100,0.0001,100,0.78,0.79,0.5357575757575758,0.6491919191919192
100,9900,BCELoss,100,0.0001,100,0.77,0.81,0.5447474747474748,0.6655555555555556
100,9900,BCELoss,100,0.0001,100,0.84,0.74,0.5651515151515152,0.5887878787878787
100,9900,BCELoss,100,0.0001,100,0.76,0.81,0.5638383838383838,0.633030303030303
100,9900,BCELoss,100,0.0001,100,0.82,0.76,0.5879797979797979,0.6323232323232323
100,9900,BCELoss,100,0.0001,100,0.8,0.86,0.6262626262626263,0.6509090909090909
100,9900,BCELoss,100,0.0001,100,0.76,0.83,0.5738383838383838,0.6260606060606061
100,9900,BCELoss,100,0.0001,100,0.79,0.88,0.6521212121212121,0.6751515151515152
100,9900,BCELoss,100,0.0001,200,0.89,0.84,0.7154545454545455,0.7465656565656565
100,9900,BCELoss,100,0.0001,200,0.95,0.81,0.7083838383838383,0.6882828282828283
100,9900,BCELoss,100,0.0001,200,0.91,0.86,0.7054545454545454,0.7244444444444444
100,9900,BCELoss,100,0.0001,200,0.91,0.85,0.714040404040404,0.7513131313131313
100,9900,BCELoss,100,0.0001,200,0.91,0.89,0.7187878787878788,0.7295959595959596
100,9900,BCELoss,100,0.0001,200,0.96,0.9,0.7115151515151515,0.7418181818181818
100,9900,BCELoss,100,0.0001,200,0.89,0.87,0.7043434343434344,0.7339393939393939
100,9900,BCELoss,100,0.0001,200,0.97,0.91,0.7549494949494949,0.7547474747474747
100,9900,BCELoss,100,0.0001,200,0.93,0.84,0.7046464646464646,0.6887878787878788
100,9900,BCELoss,100,0.0001,200,0.99,0.89,0.7555555555555555,0.7616161616161616
