training size,testing size,loss function,batch size,learning rate,epoch,control trainning accuracy,copy trainning accuracy,control testing accuracy,copy testing accuracy
100,9900,BCELoss,100,5e-05,100,0.65,0.71,0.48878787878787877,0.509090909090909
100,9900,BCELoss,100,5e-05,100,0.52,0.72,0.36848484848484847,0.5412121212121213
100,9900,BCELoss,100,5e-05,100,0.65,0.54,0.38151515151515153,0.39454545454545453
100,9900,BCELoss,100,5e-05,100,0.45,0.61,0.35858585858585856,0.3881818181818182
100,9900,BCELoss,100,5e-05,100,0.57,0.63,0.4497979797979798,0.4696969696969697
100,9900,BCELoss,100,5e-05,100,0.54,0.69,0.35565656565656567,0.46565656565656566
100,9900,BCELoss,100,5e-05,100,0.6,0.67,0.49717171717171715,0.4777777777777778
100,9900,BCELoss,100,5e-05,100,0.39,0.74,0.3383838383838384,0.541010101010101
100,9900,BCELoss,100,5e-05,100,0.49,0.64,0.35797979797979795,0.4576767676767677
100,9900,BCELoss,100,5e-05,100,0.45,0.73,0.32626262626262625,0.5406060606060606
100,9900,BCELoss,100,5e-05,100,0.57,0.59,0.3695959595959596,0.4766666666666667
100,9900,BCELoss,100,5e-05,100,0.57,0.72,0.4263636363636364,0.5181818181818182
100,9900,BCELoss,100,5e-05,100,0.64,0.79,0.39636363636363636,0.5654545454545454
100,9900,BCELoss,100,5e-05,100,0.63,0.66,0.3893939393939394,0.4809090909090909
100,9900,BCELoss,100,5e-05,100,0.44,0.72,0.31747474747474747,0.4476767676767677
100,9900,BCELoss,100,5e-05,200,0.76,0.83,0.6272727272727273,0.5926262626262626
100,9900,BCELoss,100,5e-05,200,0.88,0.83,0.6456565656565657,0.6397979797979798
100,9900,BCELoss,100,5e-05,200,0.75,0.83,0.5968686868686869,0.6263636363636363
100,9900,BCELoss,100,5e-05,200,0.76,0.85,0.5504040404040405,0.6761616161616162
100,9900,BCELoss,100,5e-05,200,0.76,0.81,0.5622222222222222,0.6416161616161616
100,9900,BCELoss,100,5e-05,200,0.84,0.84,0.6573737373737374,0.66
100,9900,BCELoss,100,5e-05,200,0.76,0.75,0.6126262626262626,0.595050505050505
100,9900,BCELoss,100,5e-05,200,0.86,0.82,0.6873737373737374,0.6358585858585859
100,9900,BCELoss,100,5e-05,200,0.69,0.82,0.544949494949495,0.6619191919191919
100,9900,BCELoss,100,5e-05,200,0.74,0.8,0.5404040404040404,0.6338383838383839
100,9900,BCELoss,100,5e-05,200,0.82,0.86,0.6077777777777778,0.6613131313131313
100,9900,BCELoss,100,5e-05,200,0.85,0.81,0.6588888888888889,0.6507070707070707
100,9900,BCELoss,100,5e-05,200,0.9,0.86,0.6892929292929293,0.6663636363636364
100,9900,BCELoss,100,5e-05,200,0.7,0.83,0.59,0.6631313131313131
100,9900,BCELoss,100,5e-05,200,0.79,0.87,0.5647474747474748,0.6743434343434344
100,9900,BCELoss,100,5e-05,200,0.76,0.84,0.5887878787878787,0.6461616161616162
100,9900,BCELoss,100,5e-05,200,0.77,0.82,0.5886868686868687,0.6037373737373737
100,9900,BCELoss,100,5e-05,200,0.82,0.82,0.6445454545454545,0.5953535353535353
100,9900,BCELoss,100,5e-05,200,0.78,0.83,0.6,0.6460606060606061
100,9900,BCELoss,100,5e-05,200,0.65,0.85,0.48868686868686867,0.6724242424242424
100,9900,BCELoss,100,0.0001,50,0.66,0.64,0.4768686868686869,0.4674747474747475
100,9900,BCELoss,100,0.0001,50,0.53,0.75,0.3663636363636364,0.5036363636363637
100,9900,BCELoss,100,0.0001,50,0.5,0.66,0.29878787878787877,0.4198989898989899
100,9900,BCELoss,100,0.0001,50,0.55,0.63,0.38666666666666666,0.4488888888888889
100,9900,BCELoss,100,0.0001,50,0.55,0.63,0.43737373737373736,0.46434343434343434
100,9900,BCELoss,100,0.0001,50,0.49,0.68,0.37717171717171716,0.485959595959596
100,9900,BCELoss,100,0.0001,50,0.55,0.55,0.3785858585858586,0.4071717171717172
100,9900,BCELoss,100,0.0001,50,0.41,0.54,0.31363636363636366,0.417979797979798
100,9900,BCELoss,100,0.0001,50,0.59,0.62,0.432020202020202,0.49747474747474746
100,9900,BCELoss,100,0.0001,50,0.52,0.66,0.3055555555555556,0.488989898989899
100,9900,BCELoss,100,0.0001,50,0.5,0.54,0.3285858585858586,0.45202020202020204
100,9900,BCELoss,100,0.0001,50,0.55,0.71,0.40616161616161617,0.5525252525252525
100,9900,BCELoss,100,0.0001,50,0.49,0.7,0.40474747474747474,0.47333333333333333
100,9900,BCELoss,100,0.0001,50,0.58,0.7,0.3898989898989899,0.4542424242424242
100,9900,BCELoss,100,0.0001,50,0.46,0.7,0.3504040404040404,0.4674747474747475
100,9900,BCELoss,100,0.0001,50,0.4,0.64,0.3004040404040404,0.4301010101010101
100,9900,BCELoss,100,0.0001,50,0.63,0.57,0.42747474747474745,0.4178787878787879
100,9900,BCELoss,100,0.0001,50,0.41,0.57,0.3465656565656566,0.41404040404040404
100,9900,BCELoss,100,0.0001,50,0.47,0.64,0.28484848484848485,0.5330303030303031
100,9900,BCELoss,100,0.0001,50,0.46,0.76,0.36696969696969695,0.5392929292929293
100,9900,BCELoss,100,0.0001,100,0.72,0.85,0.5813131313131313,0.6286868686868687
100,9900,BCELoss,100,0.0001,100,0.7,0.81,0.5421212121212121,0.6725252525252525
100,9900,BCELoss,100,0.0001,100,0.72,0.77,0.5782828282828283,0.6088888888888889
100,9900,BCELoss,100,0.0001,100,0.7,0.76,0.5231313131313131,0.573939393939394
100,9900,BCELoss,100,0.0001,100,0.69,0.82,0.5657575757575758,0.6573737373737374
100,9900,BCELoss,100,0.0001,100,0.75,0.81,0.5879797979797979,0.6675757575757576
100,9900,BCELoss,100,0.0001,100,0.81,0.82,0.6176767676767677,0.6388888888888888
100,9900,BCELoss,100,0.0001,100,0.82,0.74,0.5887878787878787,0.5921212121212122
100,9900,BCELoss,100,0.0001,100,0.75,0.82,0.5745454545454546,0.6125252525252525
